Frame Number	Person index	BBox	2D KeyPoints	Root Position	3D KeyPoints	Head Vector	Head Yaw Pitch Roll	Heat Map Points
167	[2]	[[924.8479086901134, 212.99187177511638, 166.23106228227698, 441.9703683188834]]	[[[971.5780029296875, 230.0640411376953], [967.4723510742188, 310.94390869140625], [988.3636474609375, 322.8629455566406], [1000.7447509765625, 404.3182373046875], [1019.510498046875, 458.9120788574219], [951.3883666992188, 306.4404296875], [1001.3682861328125, 319.143798828125], [1051.1866455078125, 308.0750427246094], [986.7389526367188, 445.0526123046875], [986.942626953125, 548.5368041992188], [966.3976440429688, 628.5902709960938], [951.05322265625, 432.2228698730469], [960.1995849609375, 531.1077270507812], [950.1192626953125, 610.3912353515625], [970.2427978515625, 438.6575622558594], [966.5673217773438, 380.0879821777344], [975.0316772460938, 283.2623291015625], [1027.3695068359375, 474.0511779785156], [1069.5264892578125, 301.50360107421875], [993.668212890625, 628.23046875], [970.5833740234375, 601.5932006835938]]]	[[104.75874361747267, 350.5161292381245, 5140.137596230234]]	[[[918.2915068855073, -1820.2190601755972, -466.50408963569487], [905.15803371703, -1500.9381799028017, -407.7311977736851], [803.9506259587818, -1480.541668149333, -313.3342798325669], [717.3915965010823, -1169.865401376573, -238.29868462070746], [630.2991116603143, -917.2156568745756, -331.5611449915071], [991.7096714772019, -1493.2141404021852, -517.75263945158], [809.8262137619982, -1402.8032958454573, -791.2253258749109], [591.847743492769, -1473.2947422259244, -792.6070058854677], [782.2668245018664, -948.0025417143884, -356.6209072060821], [752.0248913549979, -447.70418823285075, -410.6184819375532], [811.4680539898924, -54.551616792981775, -370.84312919742143], [963.5940844171209, -939.0155130288914, -510.854713841017], [901.8783700840871, -448.4907290926054, -573.4145535324886], [915.3727412272993, -62.581426724213905, -518.6469532887653], [865.7796157113365, -942.8557446871674, -437.0899732880863], [893.1336534731153, -1208.5850004237473, -413.97479224245774], [883.6246670264164, -1613.9379634069132, -427.02298119304146], [593.817323143171, -842.1486608775718, -360.8193757806369], [511.35834363107324, -1511.8961509522455, -783.271200326258], [696.7941244329244, -18.717698032555898, -480.9858389242292], [840.9590836502501, -45.87343622835826, -675.8627315998723]]]	[[-0.6814776427725471, -0.009219476421170809, -0.7339320293931895]]	[[-52.585914611816406, 179.49789428710938, -179.8120880126953]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
168	[2]	[[924.9685461828276, 212.9928336328069, 166.10838830396642, 441.973690908721]]	[[[971.5601806640625, 230.1427001953125], [967.8418579101562, 310.7703552246094], [988.5167846679688, 322.83746337890625], [1000.6546630859375, 404.37298583984375], [1018.8297729492188, 459.4544677734375], [951.5269165039062, 306.95477294921875], [1001.7489624023438, 319.26434326171875], [1051.0146484375, 307.9937438964844], [987.294677734375, 445.028076171875], [986.7938842773438, 548.5890502929688], [966.0631103515625, 628.4808959960938], [951.4539184570312, 431.97540283203125], [960.0335693359375, 530.81298828125], [949.8926391601562, 610.0281372070312], [970.715576171875, 438.53863525390625], [967.060546875, 380.0638122558594], [975.132568359375, 283.3540344238281], [1026.4078369140625, 474.6683349609375], [1069.29638671875, 301.35662841796875], [993.26611328125, 628.0296020507812], [969.9219360351562, 600.774658203125]]]	[[103.41484868037728, 349.2678282690423, 5143.670172131254]]	[[[923.8007783305599, -1818.9881339789727, -471.27128321149837], [909.1562974213898, -1500.9379881426985, -410.6440368025671], [807.1028457583632, -1480.4044871353478, -316.5877727162177], [720.5683422112047, -1169.7041871349102, -239.81445063380826], [632.8907774617156, -916.2304243400037, -332.13117162223733], [996.3410658463524, -1491.7906300237228, -519.5321286934596], [814.0492383394867, -1402.2602526239175, -794.9888869679537], [596.8196034563376, -1473.119397429497, -795.7807293773592], [782.9808576015356, -948.6339572149017, -360.7211541386676], [753.037303150356, -446.93179938185364, -415.2993130212308], [812.7204380325162, -53.93765802623102, -374.376028318401], [965.0585738986902, -939.6578635563203, -513.7668356601749], [903.1002950068976, -448.6299369469761, -577.3076434739008], [916.5208560445254, -62.21759831238289, -521.9398462357414], [866.9827437189452, -943.4458082406558, -440.49352906320445], [895.5371954580875, -1208.3863154874343, -416.56380960189506], [888.3282804621149, -1613.3471606796415, -430.1976324859319], [596.2029177686954, -841.6501384286298, -361.5414915614916], [516.956781224335, -1511.7930243533926, -785.7242999555248], [698.4582121453965, -18.527871227134987, -484.5486464596708], [843.1968666130049, -46.34332238773425, -679.3801495523078]]]	[[-0.6811088857076312, -0.009127543775680641, -0.7343657089830964]]	[[-52.613197326660156, 179.47750854492188, -179.79708862304688]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
169	[2]	[[925.0732474715596, 212.99368162978382, 165.99739470527493, 441.97673333003854]]	[[[971.5068359375, 230.00149536132812], [967.8427734375, 310.744140625], [988.4450073242188, 322.7887268066406], [1000.4473876953125, 404.3699645996094], [1018.8197631835938, 459.5190734863281], [951.7337646484375, 306.9673156738281], [1001.859375, 319.157470703125], [1050.8824462890625, 307.9451904296875], [987.31787109375, 445.2047119140625], [986.8276977539062, 548.66796875], [966.1331176757812, 628.8369750976562], [951.6262817382812, 432.0317687988281], [960.1105346679688, 530.8203125], [949.9593505859375, 610.132080078125], [970.8352661132812, 438.65447998046875], [967.12158203125, 380.0721740722656], [974.9951171875, 283.3233947753906], [1026.5714111328125, 474.7687072753906], [1069.1573486328125, 301.3043212890625], [993.4205322265625, 628.1557006835938], [969.9371948242188, 600.7910766601562]]]	[[102.71187718039013, 348.9001983774404, 5144.6836726852]]	[[[927.766369927632, -1818.1566859040602, -473.3531498465385], [912.0875654465962, -1501.0070481152802, -411.3613873749699], [809.4889483939942, -1480.2418924109681, -317.1803155353817], [722.7956608982882, -1169.712988311247, -238.76857410961512], [634.7710922902171, -915.5043699241651, -329.82704728698957], [999.5136500119098, -1490.9100604108105, -519.6269689061678], [816.1131305186286, -1402.7180307871936, -795.9094143193296], [599.7602362367984, -1473.751540476062, -795.8116375892185], [783.1905406801746, -948.7488434820419, -362.0372537350822], [753.5630403817523, -446.7071360588284, -417.3572060996617], [813.1168435542, -53.39690248653551, -375.7795504442379], [965.7736215604858, -939.8965421264779, -514.2202623547819], [903.8408702232332, -448.73808822056895, -578.5646752383373], [917.1679013483676, -62.060996478516344, -522.2969888595644], [867.505758201044, -943.5803023982875, -441.36967873302905], [897.111011822809, -1208.1138871271892, -416.91160505673946], [891.787542752528, -1613.0576917161175, -431.09017849587815], [597.9142532002961, -841.4093866985548, -359.1175512198705], [520.8423272135853, -1512.5835359969476, -784.1338154780161], [698.8067959104354, -18.686125199997935, -485.76070345931305], [844.6016149588365, -46.558028157419706, -680.2213638127796]]]	[[-0.6795739679646454, -0.009304836227773184, -0.735790215419031]]	[[-52.53546142578125, 179.4775390625, -179.79249572753906]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
170	[2]	[[925.1664177635432, 212.99442924966718, 165.8969471364171, 441.97945914397883]]	[[[971.300048828125, 229.9592742919922], [967.7987060546875, 310.2829284667969], [988.4602661132812, 322.8292236328125], [1000.7407836914062, 404.72015380859375], [1018.6901245117188, 459.70574951171875], [951.7876586914062, 306.552734375], [1001.1385498046875, 318.9176025390625], [1050.5552978515625, 307.7961120605469], [987.4912109375, 444.96295166015625], [986.6531982421875, 548.786376953125], [966.1121826171875, 629.0117797851562], [952.0689697265625, 431.4163513183594], [960.2200927734375, 530.6006469726562], [949.9415893554688, 610.111328125], [971.1412963867188, 438.1487731933594], [967.3242797851562, 379.8302001953125], [975.0045776367188, 283.2336120605469], [1026.383056640625, 474.9468078613281], [1068.6285400390625, 301.3423156738281], [993.5715942382812, 628.1812133789062], [970.0169677734375, 600.5635986328125]]]	[[102.22478534930815, 348.6550152138026, 5145.358009495084]]	[[[930.7411494324175, -1818.4707756586326, -472.03523395357297], [914.0958154713022, -1502.3635287352042, -409.9594043252778], [811.3070367093395, -1480.9792863952807, -316.02918415350587], [724.5069237276259, -1170.2195322333434, -237.32027311504459], [636.8790912108835, -915.5724948399054, -327.1338607656478], [1001.3126788775826, -1491.4362120564222, -517.7907710700428], [818.6519374649455, -1403.3229424129881, -795.0101583723712], [602.5934085771564, -1474.915513081757, -793.1440979506464], [783.3488502294795, -949.5025519516136, -362.63803329365777], [754.2299211286228, -446.87227004416076, -418.257708361873], [813.4163920786873, -53.06754406561794, -376.4545308067864], [965.848767400504, -941.055270154573, -514.6625276880575], [904.4597730132698, -449.06740263419186, -579.5498310012762], [917.248668088543, -61.827835065205434, -522.8108430074086], [867.6993172307566, -944.5739644748126, -441.9530593112599], [898.005894872504, -1208.7952278136543, -416.70194271908684], [894.2988185437453, -1613.6478194736549, -429.64288212672284], [600.2020736882963, -841.7297107759621, -356.2336809678122], [524.3817001793202, -1514.0150004540442, -778.7672776413732], [699.2922901596625, -18.652963212126565, -486.4944942835922], [845.3279607173722, -46.556598497940605, -681.0186398380978]]]	[[-0.6787288141416058, -0.009148680109875903, -0.7366614732403904]]	[[-52.5075798034668, 179.4586944580078, -179.7806396484375]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
171	[2]	[[925.2502480122785, 212.995088382698, 165.8060355351863, 441.98187907787405]]	[[[971.385986328125, 229.7977752685547], [967.6983642578125, 310.1244201660156], [988.548095703125, 322.781494140625], [1000.6773071289062, 404.6343994140625], [1018.359375, 459.6513977050781], [951.8197631835938, 306.3529968261719], [1001.03076171875, 318.4649658203125], [1050.4088134765625, 307.8769836425781], [987.5859375, 444.77685546875], [986.7506713867188, 548.83251953125], [966.0178833007812, 628.9407958984375], [952.2230224609375, 431.26007080078125], [960.1925048828125, 530.5186767578125], [949.9432373046875, 609.9622192382812], [971.265625, 437.991943359375], [967.353271484375, 379.66119384765625], [974.887451171875, 283.11578369140625], [1025.789306640625, 474.906005859375], [1068.5040283203125, 301.5574645996094], [993.881591796875, 628.4963989257812], [970.1278076171875, 600.3468017578125]]]	[[102.04823037818281, 348.1881010569376, 5146.707845908708]]	[[[934.236997581194, -1818.2583385408022, -472.0981513130601], [916.4905390542036, -1503.0013124095713, -409.7973315053643], [813.6172321566653, -1481.1413418109641, -315.7430386205949], [726.555625637061, -1170.4198379678753, -236.6760493017978], [639.6384979403197, -915.735406226059, -324.7121120348645], [1003.1228546028073, -1490.9586153640466, -517.651960404712], [821.1374790866894, -1404.1004908082512, -794.9700006127608], [605.6627755462066, -1475.8885802390437, -791.9833382358921], [783.9014195757723, -950.0687804984591, -363.7102213169509], [754.8174308955022, -447.3116798795172, -418.3100994564348], [813.9789432496508, -53.01802495485236, -376.9948694927533], [966.2546843006415, -941.7106455163438, -516.1225650872046], [905.3500074229763, -449.0784350927199, -580.9690337541618], [917.7364624945981, -61.662796503741205, -524.9108917302665], [868.2263547793133, -945.1656406066265, -443.2672023394472], [899.3932916970762, -1208.983141936547, -417.4199592448995], [897.3977402114851, -1613.5486822628352, -429.65779147512836], [603.4743557510054, -842.1400628454892, -353.46715573480185], [527.68504007838, -1515.2937283431804, -775.9406873268601], [699.2898749460077, -18.812838606917055, -486.5552475445938], [846.098098631735, -46.79474016943466, -683.4584791381214]]]	[[-0.6775588232652837, -0.009292333285439892, -0.7377239426912273]]	[[-52.456138610839844, 179.46304321289062, -179.77467346191406]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
172	[2]	[[925.326032322796, 212.99566950989504, 165.72375195839663, 441.98401906228185]]	[[[971.788330078125, 229.62564086914062], [968.2186279296875, 309.9620666503906], [988.4691772460938, 322.7162170410156], [1000.4993896484375, 404.96099853515625], [1018.0905151367188, 460.2696533203125], [952.3311767578125, 306.14208984375], [1000.9915771484375, 318.6732177734375], [1050.5379638671875, 307.79022216796875], [987.5624389648438, 444.58709716796875], [986.8574829101562, 548.7351684570312], [966.0899658203125, 628.90283203125], [952.2699584960938, 430.79742431640625], [960.3819580078125, 530.1180419921875], [949.6986083984375, 609.6201171875], [971.2874755859375, 437.6505126953125], [967.6431274414062, 379.3658752441406], [975.219970703125, 283.0213623046875], [1025.43017578125, 475.53521728515625], [1068.6390380859375, 301.4042663574219], [993.908935546875, 627.9942016601562], [969.586669921875, 599.5792846679688]]]	[[101.74556973788518, 347.30816298679065, 5149.254352683316]]	[[[936.7022599473609, -1818.7609681167132, -473.319323955621], [918.1116901581668, -1504.1157910755921, -411.02315481121263], [815.6820996293043, -1481.8381670996744, -316.7699632557433], [728.3894697159487, -1170.7154474719493, -237.35961868932725], [641.9001717835707, -915.7682213131765, -323.6807226467535], [1004.511751534011, -1491.2322756993021, -518.9915318965872], [823.6101877157765, -1404.3056800836098, -796.4175042831279], [608.4021321398106, -1476.440342014692, -792.4686825699044], [784.7592309374601, -950.6799812458844, -365.7161508281499], [755.5660633542989, -447.3060949208988, -419.2033346939583], [814.4574096115421, -52.22447667622261, -378.428906390687], [966.883558901546, -942.6240422659929, -518.6227389123619], [906.2098938365912, -449.10196172605765, -583.6463004003111], [918.7136009160338, -60.76427876040342, -528.1088226149832], [868.9585583354356, -945.9692652913598, -445.56890556169355], [900.4234109985717, -1209.7069925885753, -419.42978106036077], [899.5968628726722, -1614.0161085415104, -430.88256277711923], [606.0473974314258, -842.1625224740834, -351.9621655458255], [530.5965381032275, -1516.0759771576058, -774.9445456086479], [699.1964047287609, -18.77194895553839, -487.8329336559394], [847.6775170951353, -47.07707907245725, -686.7099806401036]]]	[[-0.676239970097589, -0.009539192011368214, -0.7388361558102212]]	[[-52.3770751953125, 179.48648071289062, -179.78948974609375]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
173	[2]	[[924.8290764694555, 212.99618186898275, 165.55404481745722, 441.9859082875312]]	[[[971.8031616210938, 229.89373779296875], [968.8116455078125, 310.3081970214844], [988.7203979492188, 322.966064453125], [999.13427734375, 404.4321594238281], [1017.6860961914062, 459.4306640625], [952.8590087890625, 306.0595397949219], [1003.451171875, 319.1844177246094], [1051.4959716796875, 307.8599853515625], [987.4628295898438, 445.5338439941406], [986.4902954101562, 548.8425903320312], [966.7278442382812, 628.8980712890625], [952.3121948242188, 432.3163757324219], [960.3341064453125, 531.3054809570312], [950.930419921875, 610.5029907226562], [971.2985229492188, 438.8381652832031], [967.5799560546875, 379.83856201171875], [975.7579345703125, 282.6712951660156], [1025.4158935546875, 474.768310546875], [1069.91943359375, 301.1072998046875], [992.9815673828125, 628.26513671875], [970.4720458984375, 601.3477172851562]]]	[[101.85165449282654, 347.62399023474757, 5148.3401382170505]]	[[[935.5730934605172, -1819.1913349213062, -471.1818422329355], [916.608349682887, -1504.7931107357228, -409.58825093530436], [814.7996539857083, -1481.9749995315876, -315.16797186760607], [728.9876320223593, -1170.999186703008, -235.17052056128935], [642.2928772359804, -916.4767011657814, -320.77334084687766], [1002.744845803498, -1492.273425307482, -517.940330848487], [821.382496272132, -1404.841860062254, -794.4944791583758], [607.3462676548935, -1476.7904398325, -790.6244571839962], [784.1194047046486, -950.5197596459257, -364.52053141107945], [755.4694851431033, -447.6890206009304, -417.3909085837976], [813.7506332024404, -52.049888155102494, -377.95885880534166], [965.6629460412844, -942.6063616332339, -517.8421940808956], [905.6480136401709, -448.9065643562907, -582.8969600094018], [917.5108028034097, -60.963332524911024, -526.9429062738571], [868.0036597257077, -945.9397617969217, -444.75128489744816], [899.4129810483795, -1210.1939926167584, -418.225900480098], [898.3667715877177, -1614.7919146363788, -429.453498585254], [606.3421437963733, -842.876512516212, -348.8495301214081], [529.4666167535231, -1516.437728412653, -773.4083416718414], [699.420641296673, -18.54498654816941, -487.47900596680375], [846.9674185671712, -46.968155439291806, -685.7237354355522]]]	[[-0.6749907569213851, -0.009798112299496451, -0.7398958639902723]]	[[-52.266624450683594, 179.50904846191406, -179.79869079589844]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
174	[2]	[[925.2942548037283, 212.99663360193173, 165.4956957043023, 441.98757491862716]]	[[[971.6976928710938, 230.03329467773438], [968.0894165039062, 310.0831604003906], [988.5577392578125, 322.9052429199219], [1000.0941162109375, 404.886474609375], [1017.8650512695312, 460.0645446777344], [952.09765625, 306.2607421875], [1002.0974731445312, 319.064697265625], [1050.843994140625, 307.8382873535156], [987.8950805664062, 444.8685607910156], [986.6605834960938, 549.1980590820312], [965.8345947265625, 629.2291259765625], [952.2066040039062, 431.54559326171875], [960.2896118164062, 530.6780395507812], [950.0176391601562, 609.7623291015625], [971.3886108398438, 438.10748291015625], [967.3834228515625, 379.6808166503906], [975.2003173828125, 282.8876953125], [1025.4317626953125, 475.2257995605469], [1068.6839599609375, 301.39971923828125], [993.3385009765625, 627.9619140625], [969.3987426757812, 599.460693359375]]]	[[101.59512764597015, 347.0270484605861, 5150.063187751539]]	[[[936.493741716945, -1819.4359476684458, -470.85190731084685], [917.514672311061, -1505.5065181691518, -410.4668028911002], [815.8045576496099, -1482.1225491897342, -316.3528360505741], [730.1914245574322, -1170.692588245936, -236.7944794069618], [643.7579160748327, -916.1694955235798, -321.73672413181697], [1003.5410781333312, -1492.8902405557628, -518.8657845194654], [822.2077798675489, -1404.8315334605918, -795.509141531068], [608.443575228367, -1477.0118928230368, -791.2447882739015], [784.4560534343107, -950.8337832110627, -366.096358287661], [755.9261474133323, -447.2870375776028, -417.90937649607594], [814.1422384539077, -51.35167975634098, -378.84940558365076], [965.984137185669, -942.8677583564365, -519.2758648059196], [905.9986478417802, -448.52553348438477, -584.4793399619347], [917.8439555099019, -60.270878625639185, -529.1455732445072], [868.3689588366342, -946.3389632844304, -446.2884166799615], [900.1595879065461, -1210.569345594798, -419.4920105864724], [899.3511655639554, -1615.3345434447795, -430.2284558563957], [607.9524363580662, -842.4894045909575, -350.1216522652661], [530.9284201317661, -1516.6069144763098, -773.5346298652182], [699.6484966665253, -18.30063845979022, -488.7078702973561], [847.9362778671663, -47.09544509941937, -688.1010988603746]]]	[[-0.6749232897660273, -0.010060914223873929, -0.7398045555526096]]	[[-52.269142150878906, 179.54359436035156, -179.82156372070312]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
175	[2]	[[925.5003441676301, 212.99703188531484, 165.44288236047169, 441.9890447186176]]	[[[971.8268432617188, 229.62738037109375], [968.169677734375, 309.4735107421875], [988.6849365234375, 322.6181640625], [1000.5887451171875, 405.10467529296875], [1017.8704223632812, 460.4044494628906], [952.1762084960938, 306.1045227050781], [1001.5001220703125, 319.1858215332031], [1050.343505859375, 307.971923828125], [987.8006591796875, 444.4537353515625], [986.9326782226562, 549.134521484375], [965.59521484375, 629.3239135742188], [952.219482421875, 430.6021423339844], [960.4924926757812, 530.19189453125], [949.8945922851562, 609.2396850585938], [971.3253784179688, 437.4552307128906], [967.4874267578125, 379.04052734375], [975.0234985351562, 282.6373596191406], [1025.217529296875, 475.6062927246094], [1068.2340087890625, 301.5357360839844], [993.5482788085938, 628.0618286132812], [969.5414428710938, 598.8546752929688]]]	[[101.40258915336013, 346.31098970681916, 5152.140133966027]]	[[[937.324258683755, -1819.624177087852, -473.6382655270679], [918.3710556510297, -1505.9830556254753, -413.3488628766683], [816.6635621260974, -1482.2771881062506, -318.9037646541682], [731.1348057684507, -1170.277782362182, -239.27183666507534], [645.003492448438, -915.491058766316, -323.3933554197902], [1004.404299235482, -1492.9025864534522, -521.9601934980102], [822.855724983066, -1404.1538688217465, -798.2373891424259], [609.5653832760197, -1476.5498112918158, -793.8549403091699], [784.9125212845593, -951.1763690757215, -367.99776869893685], [755.96699748662, -446.93980780035827, -418.83237684473806], [814.730601416672, -50.73295915234589, -379.6802567320798], [966.6383916699943, -943.2369359032548, -521.2766358844365], [906.2492075049479, -448.3092196740545, -586.3657572722379], [918.428372493251, -59.68565640088, -532.1542730671028], [868.9580000070558, -946.7307216378512, -448.19958969842605], [900.9675636114813, -1211.0190115400276, -421.8439147244284], [900.5544024111421, -1615.620589233351, -433.27390950776936], [609.4665760246498, -841.710739820312, -351.9074182600753], [532.2072140550736, -1516.1798982448995, -776.2060534743682], [699.7801513664265, -18.141919807376375, -489.5913223948926], [848.9442599253656, -47.34662162091541, -691.0463660383601]]]	[[-0.6740615901741885, -0.010560385086635768, -0.7403618213160581]]	[[-52.20319747924805, 179.59652709960938, -179.8511505126953]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
176	[2]	[[925.6042666635458, 212.99738304517075, 165.3950799831655, 441.99034075793406]]	[[[971.8917846679688, 229.49517822265625], [968.2310791015625, 309.3235778808594], [989.1156005859375, 322.806884765625], [1000.5945434570312, 405.087890625], [1017.7691650390625, 460.5401306152344], [952.3104858398438, 305.8067932128906], [1002.169189453125, 319.18328857421875], [1050.68359375, 308.1309509277344], [988.0157470703125, 444.2989807128906], [986.913818359375, 548.9816284179688], [965.80517578125, 629.1412963867188], [952.3198852539062, 430.3176574707031], [960.6810302734375, 530.0245971679688], [949.8873901367188, 609.3309326171875], [971.4987182617188, 437.2772521972656], [967.6289672851562, 378.94342041015625], [975.109619140625, 282.338623046875], [1024.992919921875, 475.8035888671875], [1068.643798828125, 301.5102844238281], [993.8184204101562, 628.1917114257812], [969.5228881835938, 599.0174560546875]]]	[[101.12670091984235, 345.6707786979326, 5153.988011420352]]	[[[937.7596465503608, -1819.8846508976872, -475.04217107924734], [918.864884530568, -1506.4046552772777, -415.8083640241243], [816.9968326294437, -1482.140661078619, -321.04158482934173], [731.7978570200862, -1169.7063463739441, -241.13880836137014], [645.8620486404023, -914.6244265008669, -324.4766569041861], [1004.9564782741927, -1493.0268903582028, -524.5803842798366], [822.4749121563098, -1403.400230924121, -799.9244650777512], [609.9197442142756, -1476.359077300181, -794.9039521907953], [785.1342166142972, -951.3507794928566, -369.7752972538773], [756.1460215241582, -446.40299939957043, -420.3426382723142], [815.0879491251957, -50.06645675570374, -380.8389286991094], [967.2184051461493, -943.7077819146087, -523.0607749053639], [906.2679010916632, -448.1819748166532, -588.3154620070306], [918.8959438173359, -59.27145678667693, -534.4436727975203], [869.3728168419298, -947.0739478667867, -449.91597664269926], [901.4893425738107, -1211.3597870883484, -423.8383503893461], [901.3387887841878, -1616.0366552906971, -435.75618815361946], [610.4733542720994, -840.7652857898217, -353.04127471328985], [532.7493080940532, -1516.1809906618564, -777.7971368441923], [700.0355580225879, -17.84514426263441, -491.1113012214075], [849.9759298152335, -47.582037795230825, -693.4153688592316]]]	[[-0.6732946528617914, -0.010966867144685087, -0.7408648494640402]]	[[-52.14282989501953, 179.64031982421875, -179.8792266845703]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
177	[2]	[[925.6666152303301, 212.99769265812543, 165.3518135180584, 441.99148351274175]]	[[[971.898193359375, 229.55056762695312], [968.3092041015625, 309.64373779296875], [989.4829711914062, 323.29803466796875], [1000.34716796875, 405.2832946777344], [1017.852294921875, 460.4982604980469], [952.3001708984375, 305.7532043457031], [1002.1546630859375, 319.478759765625], [1050.6898193359375, 308.16119384765625], [988.1639404296875, 444.4642333984375], [986.87255859375, 548.935791015625], [965.4026489257812, 629.0964965820312], [952.4785766601562, 430.5233459472656], [960.7230224609375, 529.9846801757812], [949.9053344726562, 609.1404418945312], [971.6617431640625, 437.47442626953125], [967.7545166015625, 379.1867980957031], [975.1326293945312, 282.5166320800781], [1025.18603515625, 475.75830078125], [1068.7158203125, 301.4582214355469], [993.705810546875, 628.01025390625], [969.7142333984375, 598.5108032226562]]]	[[101.11508569316558, 345.25836215792015, 5155.192915852816]]	[[[938.858072855205, -1819.968397585926, -475.5628103865147], [919.9564821041284, -1506.4831813854025, -417.3554686301128], [817.2473225609591, -1481.6270351911005, -322.66488718872233], [732.7978262380432, -1169.239375692089, -242.77369606283858], [646.7130355003152, -914.3126645969427, -325.67145764212955], [1006.1686371935348, -1493.0785473433482, -526.1484008054542], [822.338712846977, -1402.7048300755544, -800.8418911512726], [610.7320835865319, -1476.1404155012426, -795.669981748909], [785.3519851104028, -951.3511598327292, -370.9901800906238], [756.4564861019119, -446.12219206666373, -421.02219423752246], [815.7726003992817, -49.707082044435666, -381.21675094578666], [967.7733600555811, -943.7345670040198, -524.0582976426996], [906.3731667469345, -447.9886811092349, -589.3756432356881], [919.0251345393656, -58.91934652784906, -536.2673997095701], [869.7806770479505, -947.0702421343401, -451.0137037290104], [902.3107830107294, -1211.3486539353735, -425.01603726433854], [902.6633290558702, -1616.2752723538613, -437.3743198615637], [611.306874013127, -840.3239173587236, -354.5918910027003], [533.7101706876541, -1516.1907836151302, -779.1061569827433], [700.2856196530336, -17.65610008418366, -491.75126882779426], [850.2184738574819, -47.799621422985034, -695.4429670693862]]]	[[-0.6728301675821026, -0.01105958608906602, -0.7412451173317921]]	[[-52.11845016479492, 179.6497802734375, -179.8865966796875]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
178	[2]	[[925.7109064568936, 212.99796564040548, 165.312652922069, 441.9924910877478]]	[[[972.030517578125, 229.36277770996094], [968.5133666992188, 309.51324462890625], [989.56982421875, 322.9744873046875], [999.871337890625, 404.905517578125], [1017.6602783203125, 460.3106994628906], [952.5078125, 305.71331787109375], [1002.78564453125, 319.81744384765625], [1050.8258056640625, 308.1999816894531], [988.0718383789062, 444.4327697753906], [987.0598754882812, 548.6248168945312], [965.4940795898438, 629.1525268554688], [952.3966674804688, 430.7116394042969], [961.027099609375, 529.8173217773438], [949.799072265625, 608.9151611328125], [971.5882568359375, 437.56085205078125], [967.7138061523438, 379.0456848144531], [975.4807739257812, 282.1272277832031], [1025.0048828125, 475.5923767089844], [1068.7435302734375, 301.3633728027344], [993.9757690429688, 628.0217895507812], [969.980224609375, 598.6978759765625]]]	[[101.41609297779084, 344.1290429131583, 5158.521401139017]]	[[[941.8643701990122, -1820.0476695150503, -478.45097970412655], [923.0505259365659, -1506.364132355172, -421.05059945953246], [819.1914195868956, -1481.0600749511823, -326.1346019475495], [734.2294814677778, -1168.1669952150671, -245.9870598749475], [648.2260952512607, -912.9779512254021, -328.34510677468563], [1009.3712546992268, -1492.4893212647466, -530.0286928968229], [825.3949674943246, -1401.660317874437, -804.4133105026589], [613.6457244598946, -1475.926976155654, -798.163260443098], [786.6658838226684, -951.5605244166698, -374.06202686258433], [756.9137686204896, -445.45987316500015, -423.87308163319693], [817.0902929645918, -48.836704439164606, -382.5267084120844], [969.7095842475233, -944.1493321710368, -527.3417907543577], [907.0042214693274, -448.1591814369329, -593.0984657825333], [920.9742407085412, -58.20063212761934, -541.0018554275717], [871.4169960039694, -947.3700251750781, -454.0264369916481], [904.5360537070815, -1211.1591826219358, -428.41686406180446], [905.8569315738483, -1616.1009293498566, -440.95849815110427], [613.0086348116337, -839.0473057044496, -357.17937383393235], [536.9963390753701, -1516.3642084108435, -780.3454963752765], [699.5091343126448, -17.746148936564193, -493.29360480683386], [851.5733491950562, -48.55416707693636, -700.265131352964]]]	[[-0.6720324290438309, -0.011167934933835258, -0.7419391803610466]]	[[-52.08681106567383, 179.6576690673828, -179.8967742919922]]	[[0.45500597335367227, -1.5244752085545337, -0.8243954501448072]]
